Query	predict_lb	predict_tag	true_lb	true_tag
пропадать доступ к боев сайт система главбух gsokolova action media ru надо восстанавливать старый пароль rabota 99 не проходить новый пароль создавать не получаться он не сохраняться	4	Другое	11	Справочные системы Доступы
пропадать доступ к справочный система в частность система юрист на корппортал доступ выдавать рано сс быть доступный теперь нет разлогиниться и залогиниваться снова не помогать пользователь an grigoreva action media ru имя компьютер ws am 580	4	Другое	11	Справочные системы Доступы
пропадать доступ к сс главный врач просьба вернуть я весь доступ который я полагать комп 05776 пароль fyyf 1234 почта aokulova mcfr ru	4	Другое	11	Справочные системы Доступы
пропадать доступ к электронный журнал и система главбух право на доступ выдавать давно ничто не меняться	6	Корпоративный портал (Bitrix24) Доступы	6	Корпоративный портал (Bitrix24) Доступы
пропадать возможность выбирать оценка по закрытый обращение в блок заявка на подбор сотрудник вместо 5 оценка на выбор сайт предлагать выбор из 2х негативный данный проблема возникать у светлана чуприковый скрин экран прикладывать	7	Корпоративный портал (Bitrix24) Ошибка	7	Корпоративный портал (Bitrix24) Ошибка
пропадать яркость у монитор предыдущий неделя мигать но восстанавливаться сегодня с утро мерцать и очень темный экран	4	Другое	9	Рабочее место / компьютер Подключение
пропадать не отображаться на страница имя сотрудник весь кроме то кто просматривать инфо smr 143 пример https home action mcfr ru company personal user 33626 с профиль кадровик	7	Корпоративный портал (Bitrix24) Ошибка	7	Корпоративный портал (Bitrix24) Ошибка
просить предоставлять длительный демо доступ к https vip gosfinansy ru для автор стахнев наталья сергеевна битрикс 2955022	4	Другое	11	Справочные системы Доступы
просьба устанавливать на комп am108806 логин akulova домен hq пароль h3emihqx программа tag editor и предоставлять доступ к этот программа для почта akulova sq97 ru	11	Справочные системы Доступы	11	Справочные системы Доступы
просьба в мд договор фамилия контрагент изменить на лазарян https backoffice action mcfr ru contractwizard new contractid e32146db 0070 4cb6 86ef e8f99e11b35d edit true	4	Другое	6	Корпоративный портал (Bitrix24) Доступы
просьба восстанавливать пароль для вход в компьютер сотрудник hq kipkalov tvr mng 68	4	Другое	8	Рабочее место / компьютер Ошибка
просьба вывести на мой раб стол программа арм	4	Другое	9	Рабочее место / компьютер Подключение
просьба выгружать список весь материал который привязывать к 253 издание система пб вип в отчет нужный столбыцы модуль айди название материал система и издание к который привязывать материал дата создание дата последний редактирование дата окончание действие	4	Другое	12	Справочные системы Ошибка
просьба выдавать доступ к интерфейс мотивация в работа с документ сотрудник ильницкая л с ilnitskaja action media ru и засоба е в ezasoba action media ru	4	Другое	6	Корпоративный портал (Bitrix24) Доступы
просьба выдавать доступ к сс продажа анна каханова чтобы она мочь смотреть система пока стоять заглушка и пользователь она не видный	4	Другое	11	Справочные системы Доступы
просьба выдавать наушники с микрофон старый умирать если быть чтото приличный с шумоподавление быть особенно перфектный и удлинитель выделять пж не хватать розетка для ноут телефон и проч нужный в 1513 рабочий место 005 шатров спасибо	4	Другое	9	Рабочее место / компьютер Подключение
просьба выдавать право доступ к арм сотрудник vkravets action press ru по аналогия как у e zybina action media ru заранее спасибо	4	Другое	1	АРМ оператора (SD) Доступы
просьба выделять добавочный номер для еремеева дарья	1	АРМ оператора (SD) Доступы	1	АРМ оператора (SD) Доступы
просьба давать демо доступ к система промбезопасность https 1prombez ru для dimavks mail ru до 31 08 2022	4	Другое	11	Справочные системы Доступы
просьба давать доступ для запись в папка spps report актион пресс 00_отчет 03 аудиоконтроль 03 углубленный работа для селиванов иван владимирович рабочий файл не давать сохранять	10	Сетевые папки Доступы	10	Сетевые папки Доступы
просьба давать доступ для прослушивание звонок логин ssolokhina номер комп am105347	4	Другое	1	АРМ оператора (SD) Доступы
просьба давать доступ на указанный путь	4	Другое	10	Сетевые папки Доступы
просьба для автор к указанный ниже почта создавать доступ к продукт актион право https podpiska action pravo ru prime какабадзе темури мамукаевич t kakabadze cft ru товстая анна михайловна a tovstaya cft ru прохоров александр сергеевич al prokhorov cft ru быково марина владимировна m bikova cft ru абдулаев наталья викторовна n abdulaeva cft ru белоус михаил юрьевич m belousov cft ru ващенко дарья павловна d vaschenko cft ru каменева татьяна александровна t kameneva cft ru александрова мария анатольевна m aleksandrova cft ru шубина мария сергеевна m shubina cft ru	4	Другое	11	Справочные системы Доступы
просьба добавлять анонс в система финансовый директор в бекофис быть https prnt sc hxmnvcnhvnha в статья нет https prnt sc 4b8ayfffau0i	12	Справочные системы Ошибка	12	Справочные системы Ошибка
просьба добавлять анонс ноябрь в система финансовый директор по практика третий месяц они добавляться ток рука	12	Справочные системы Ошибка	12	Справочные системы Ошибка
просьба добавлять расширять право в arm hq icfed com dfs crm callcenter чтобы быть возможность просматривать событие по клиент сейчас они посмотреть не мочь https prnt sc pjpifpfaxv71 домен hq логин akulova пароль h3emihqx имя комп am108806	1	АРМ оператора (SD) Доступы	1	АРМ оператора (SD) Доступы
добрый день у сотрудник не активный сиситрей aa ivanov action press ru yar045	4	Другое	13	Телефония Ошибка
просьба завершать процесс золотарева елена сергеевна необходимо проводить прием	7	Корпоративный портал (Bitrix24) Ошибка	6	Корпоративный портал (Bitrix24) Доступы
просьба завершать процесс по новый сотрудник карпунин анастасия андреевна моисеенко гульнара александровна необходимо проводить прием	7	Корпоративный портал (Bitrix24) Ошибка	7	Корпоративный портал (Bitrix24) Ошибка
просьба изменять в процесс увольнение дата увольнение ануфриев яна витальевна id 116947 с 05 08 2022 на 16 08 2022 г	7	Корпоративный портал (Bitrix24) Ошибка	7	Корпоративный портал (Bitrix24) Ошибка
просьба изменять владелец и модератор в группа казахастан_пп на кулаев залина трофимовна я заводить этот группа но почему то там владелец сейчас отображаться омар кайрат скрин прикладывать	7	Корпоративный портал (Bitrix24) Ошибка	7	Корпоративный портал (Bitrix24) Ошибка
просьба исправлять фамилия плетнев на плетенев	7	Корпоративный портал (Bitrix24) Ошибка	7	Корпоративный портал (Bitrix24) Ошибка
просьба на рабочий место настраивать klg 102 плеер для прослушка звонок	4	Другое	1	АРМ оператора (SD) Доступы
просьба настраивать принтер print01 1411_hp_635 для рабочий компьютер ам00243	4	Другое	9	Рабочее место / компьютер Подключение
просьба настраивать рабочий место на ноутбук для удаленный работа vpn так же проверять весь фунционал для работа ноутбук vld291 gorokhova action press ru тело 8195	9	Рабочее место / компьютер Подключение	9	Рабочее место / компьютер Подключение
просьба настраивать уведомление о звонок в кампания юридический сервис гд онлайн заявка в zoom пользователь baranova action press ru	4	Другое	7	Корпоративный портал (Bitrix24) Ошибка
просьба настраивать удаленный доступ для работа на ноутбук при отсутствие в офис	4	Другое	9	Рабочее место / компьютер Подключение
просьба настраивать удаленный доступ на ноутбук ама 107869	4	Другое	9	Рабочее место / компьютер Подключение
просьба обновлять zoom и skype компьютер am102295	4	Другое	8	Рабочее место / компьютер Ошибка
просьба обновлять зум а еще на последний зум конференция не работать камера хотя индикатор светиться проверять пожалуйста в чем причина	4	Другое	8	Рабочее место / компьютер Ошибка
просьба отключать от я согласование указывать в приложение доступ я не являться владелец данный процесс	7	Корпоративный портал (Bitrix24) Ошибка	7	Корпоративный портал (Bitrix24) Ошибка
просьба открывать доступ к ерм писать доступ запрещать к сайт романенко мария антоновнаid 59037 мельник тетян анатоліївнаid 77615 слідзевська вероніка володимирівнаid 104175	4	Другое	5	Единое Рабочее Место (ЕРМ) Ошибка
просьба открывать доступ к запись удаление и редактирование файл и папка пропадать доступ после обед требоваться для работа hq icfed com dfs obuchenie video обуч тренер орн персонал козуб	4	Другое	10	Сетевые папки Доступы
просьба отменять заявка в технический поддержка 21712790	4	Другое	2	АРМ оператора (SD) Ошибка
просьба отменять заявление на день отдых из за командировка выпадать на выходной день 18306 сотрудник хонина марина михайловна id 36204 как не актуальный	4	Другое	7	Корпоративный портал (Bitrix24) Ошибка
просьба отменять на портал процесс увольнение ануфриев яна витальевна id 116947 сотрудник передумывать	7	Корпоративный портал (Bitrix24) Ошибка	7	Корпоративный портал (Bitrix24) Ошибка
просьба отменять процесс увольнение родина екатерина евгеньевна id 108807	7	Корпоративный портал (Bitrix24) Ошибка	7	Корпоративный портал (Bitrix24) Ошибка
просьба отменять процесс увольнение сос дмитрий иванович id 70587 сотрудник передумывать	7	Корпоративный портал (Bitrix24) Ошибка	7	Корпоративный портал (Bitrix24) Ошибка
просьба оформлять 15 подарочный обезличенный доступ к украинский система и журнал до конец год для оперативный выдача чиновник на встреча без почта или дефолтной почта спасибо	4	Другое	11	Справочные системы Доступы
просьба отрегулировать цвет на компьютер tvr063 пользователь hq migalovskaya т к очень напрягать глаз	4	Другое	9	Рабочее место / компьютер Подключение
просьба оформлять на логин ниже вездеход на российский система украинский система российский журнал и украинский журнал спасибо 1 oks kuzema25 gmail com 2 79687661434	4	Другое	11	Справочные системы Доступы
просьба пдключитьс 081 и настраивать рабочий место ученик сохранять весь пароль почта портал crm файл во вложение	4	Другое	9	Рабочее место / компьютер Подключение
просьба по укд 1262 8372 3828 8650 7220 1262 1448 1454 6736 4614 создавать пакет для то чтобы клиент смочь вкладывать свой документ	4	Другое	2	АРМ оператора (SD) Ошибка
просьба подключаться к менеджер vld 396 vld 409 просьба подключаться к менеджер	4	Другое	3	Демодоступы (ДД) Доступы
просьба подключаться у менеджер не работать сиситрей vld 409	4	Другое	8	Рабочее место / компьютер Ошибка
просьба подключать сара 085 iladygina pressh ru к новый servis desk	4	Другое	1	АРМ оператора (SD) Доступы
просьба посмотреть проблема массовый не отправляться дд клиент клиент их не получать пример пин 3998455201	4	Другое	3	Демодоступы (ДД) Доступы
просьба поставлять московский время менеджер на ноутбук ufa274	4	Другое	8	Рабочее место / компьютер Ошибка
просьба предоставлять доступ для hq dklimashina к отчет в репорт http reportserver1 reports report d0 90 d0 ba d1 82 d0 b8 d0 be d0 bd d0 bf d1 80 d0 b5 d1 81 d1 81 d0 9f d1 80 d0 be d1 87 d0 b5 d0 b5 d0 b2 d1 8b d0 b1 d0 be d1 80 d0 ba d0 b0 20 d0 b4 d0 b5 d0 b0 d0 ba d1 82 d0 b8 d0 b2 d0 b0 d1 86 d0 b8 d1 8f_n по аналогия с котломина наталия валентиновна заранее спасибо	4	Другое	6	Корпоративный портал (Bitrix24) Доступы
просьба предоставлять доступ для сотрудник мягкий юлия андреевна hq yumjagkaja к папка spps action crm local report актион пресс 00_отчет 02 воронка hq icfed com dfs video_obratnoi_svyazi_rgp ульяновк вш школа_пп	10	Сетевые папки Доступы	10	Сетевые папки Доступы
просьба предоставлять доступ для сотрудник поляков алексей алексеевич hq poljakov a к папка spps action crm local report актион пресс 00_отчет воронка hq icfed com dfs video_obratnoi_svyazi_rgp ульяновк вш школа_пп	10	Сетевые папки Доступы	10	Сетевые папки Доступы
просьба предоставлять доступ к арм	1	АРМ оператора (SD) Доступы	1	АРМ оператора (SD) Доступы
просьба предоставлять доступ к арм мой роль руководитель	1	АРМ оператора (SD) Доступы	1	АРМ оператора (SD) Доступы
просьба предоставлять доступ к папка hq dfs epsylon редакционный материал образование_редакционный neptun basepdf magazine домен hq логин npashkova	10	Сетевые папки Доступы	10	Сетевые папки Доступы
просьба предоставлять доступ к папка spps action crm local usershare _планерка_филиал_ папка рг 10_обмен для просмотр и внесение информация пользователь кохановский анна артемовна akokhanovskaja фомичев иван константинович i fomichev	10	Сетевые папки Доступы	10	Сетевые папки Доступы
просьба предоставлять доступ к прослушка звонок в арм по отдел отдел корпоративный продажа медицинский продукт филиал москва окп отдел корпоративный продажа актион 360 филиал москва окп	1	АРМ оператора (SD) Доступы	1	АРМ оператора (SD) Доступы
просьба предоставлять доступ к сервис генератор трехразовый ссылка	11	Справочные системы Доступы	11	Справочные системы Доступы
просьба предоставлять доступ к сетевой папка иорг поляков алексей алексеевич poljakov a action press ru компьютер ula035 http reportserver1 action crm local reports report spps action crm local report актион пресс	4	Другое	10	Сетевые папки Доступы
просьба предоставлять доступ подписчик на почта akulova sq97 ru к сайт система финансовый директор https vip 1fd ru https plus 1fd ru https www 1fd ru а для почта rabbit0911 mail ru необходимо сделать доступ как для клиент в демо доступ для тот же домен https vip 1fd ru https plus 1fd ru https www 1fd ru	4	Другое	11	Справочные системы Доступы
просьба предоставлять доступ сотрудник гапуник вера валерьевна подразделение ап_ак_нновгород к кнопка заявка в it	6	Корпоративный портал (Bitrix24) Доступы	6	Корпоративный портал (Bitrix24) Доступы
просьба предоставлять я доступ к возможность редактировать файл эксел со спор в папка spps action crm local report актион пресс 00_отчет 06 общий спор сейчас при внесение данные у я нет возможность сохранять эксел заранее спасибо	10	Сетевые папки Доступы	10	Сетевые папки Доступы
просьба предоставлять я климашина дарья сергеевна доступ к ресурс hq icfed com dfs video_obratnoi_svyazi_rgp заранее спасибо	4	Другое	10	Сетевые папки Доступы
просьба предоставлять оплачивать доступ на мой учетка ebars mcfr gmail com ко версия система образование https vip 1obraz ru https 1obraz ru https mini 1obraz ru https plus 1obraz ru https obr action360 ru	4	Другое	11	Справочные системы Доступы
просьба предоставлять право для возможность удалять и блокировать заказ менеджер группа втм vld 372 hq blinnikova блинникова наталья игоревна blinnikova action press ru доба 1298	4	Другое	5	Единое Рабочее Место (ЕРМ) Ошибка
просьба предоставлять право доступ на корпоративный портал bitrix24 по аналогия с региональный менеджер алмаз максим номер телефон для связь 8 917 500 83 82	6	Корпоративный портал (Bitrix24) Доступы	6	Корпоративный портал (Bitrix24) Доступы
просьба предоставлять право согласно сз во вложение сз согласовывать	4	Другое	1	АРМ оператора (SD) Доступы
просьба предоставлять сотрудник https home action mcfr ru company personal user 61629 право в арм аналогичный сотрудник https home action mcfr ru company personal user 51126	1	АРМ оператора (SD) Доступы	1	АРМ оператора (SD) Доступы
просьба предоставлять ссылка на веб версия рабочий почта	4	Другое	9	Рабочее место / компьютер Подключение
просьба предоставлять сюда доступ для чтение файл spps report актион пресс 00_отчет для варфоломей кристина hq kvarfolomey прудникова ирина hq im prudnikova жинкин роман hq rzhinkin	4	Другое	10	Сетевые папки Доступы
коллега у сотрудник snadezhkina action press ru нет регистрация cctray помогать пожалуйста	4	Другое	13	Телефония Ошибка
миронова елена владимировна hq evmironova evmironova action press ru 1619 tvr mng 18 пин 4415691701 id 639724061 прерываться связь	4	Другое	13	Телефония Ошибка
не воспроизводиться иды 649566430 файл с ошибка во вложение	4	Другое	13	Телефония Ошибка
просьба проверять сотрудник 7251 совершать исходящий звонок на номер 9127471977 в 14 57 17 06 22 во время разговор в монитор втм его статус быть не готовый хотя должный быть разговор итм	4	Другое	5	Единое Рабочее Место (ЕРМ) Ошибка
просьба продлять дд на юссы до 17 06 клиент заявка pashkova210989 gmail com	4	Другое	3	Демодоступы (ДД) Доступы
просьба сделать возможный удаленный подключение к срм чтобы слушать продавец dbulaeva lfhmz123	4	Другое	1	АРМ оператора (SD) Доступы
просьба сделать доступ к бо экспертный поддержка для андрей барко https home action mcfr ru company personal user 116712 по аналогия с доступ для сергей иванов https home action mcfr ru company personal user 104305	4	Другое	11	Справочные системы Доступы
просьба срочно восстанавливать папка chubova servvideo amedia loc ярлык	4	Другое	8	Рабочее место / компьютер Ошибка
просьба убирать в мастер договор по согласование договор 459053292 от 29 08 22 148131 майоров л из список согласующий она в отпуск процедура согласование завершаться на воробьева	4	Другое	7	Корпоративный портал (Bitrix24) Ошибка
просьба удалять узы куб и монитор уволеное сотрудник hq abocharnikova	4	Другое	2	АРМ оператора (SD) Ошибка
просьба ускорять работа компьютер rzn92 косоротов сергей программа прогружаться слишком медленно для комфортный работа	4	Другое	8	Рабочее место / компьютер Ошибка
просьба устанавливать incopy woodwing content station флекс место домен hq логин npashkova	4	Другое	9	Рабочее место / компьютер Подключение
просьба устанавливать на компьютер саша рябунина zao07431 программа content station также предоставлять она доступ к бекофис журнал здравоохранение https bo profkiosk ru content press 293 tab periods index сашин id на портал 111611 адрес эл почта arjabunina action media ru	4	Другое	11	Справочные системы Доступы
просьба устанавливать на рабочий стол бесплатный программа для запись аудио https audacity free ru самостоятельно не давать нет правый рабочий стол am 00494 и надо чтобы этот программа можно быть воспользоваться и на временно выдавать 27 09 ноут смочь если быть заходить на ноут под свой учетный запись ноут физически в 1513 шатров спасибо	4	Другое	9	Рабочее место / компьютер Подключение
просьба устанавливать плеер для работа со звук скрин во вложение попробовать сам переходить в папка для скачивание но доступ к она нет заранее спасибо	4	Другое	9	Рабочее место / компьютер Подключение
просьба устанавливать программа lightshot на рабочий место ама 102222	4	Другое	9	Рабочее место / компьютер Подключение
просьба устанавливать скайп на vld 081	4	Другое	9	Рабочее место / компьютер Подключение
просьба устанавливать шрифт из папка fd fonts лежать на рабочий стол виртуальный рабочий место только сегодня подключать нужно для работа в incopy	4	Другое	8	Рабочее место / компьютер Ошибка
просьба уточнять кто изменять глобальный лимит на весь сотрудник справочный система 02 09 2022 год в 8 37 28 для пример посмотреть замок ярослав сергеевич скрин во вложение	4	Другое	1	АРМ оператора (SD) Доступы
просьба предоставлять доступ сотрудник https home action mcfr ru company personal user 61629 к папка z актион пресс 00_отчет 01 продажа 01 общий отчет 03 авто_детальный данные по оплачивать счет r _планерка_филиал_ переподписка калуга отчет куба spps report актион пресс 00_отчет 03 аудиоконтроль 01 отчет по ак 02 пп z актион пресс 00_отчет 02 воронка 05 проход база пп 01 проход база 01 первичный кампания 01 текущий месяц z актион пресс 00_отчет 02 воронка 02 воронка по день 01 течь месяц 02 пп	4	Другое	10	Сетевые папки Доступы
прототип и сайт новый узбекский версия смотреть на неправильный рубрикатор https 1bh uz https uzbh 500 dev ss aservices tech recommendations согласно требование для этот система быть свой рубрикатор https conf action media ru pages viewpage action pageid 328802277 http joxi ru rmzj3q4hvljbkm но в данный момент и на боевой сайт и на прототип использовать айди рубрикатор от русский версия ожидать результат на сайт корректный рубрикатор	12	Справочные системы Ошибка	12	Справочные системы Ошибка
проценко александр васильевич othala av yandex ru директор 6720774701 3дня дд	3	Демодоступы (ДД) Доступы	3	Демодоступы (ДД) Доступы
проша предоставлять доступ к редактирование выкладывание файл spps action crm local usershare _подразделение_ служба_управление_персонал филиал г новосибирск отчетность kpi тренинг менеджер 2022 результат nsk 101 103086	4	Другое	10	Сетевые папки Доступы
пин 3015996601 br 7 343 556 30 32 свердловский область не работать	4	Другое	13	Телефония Ошибка
просить открывать ученик нечукин анастасия возможность проходить тест в школа актион 360 нет возможность зайти rzn 54	7	Корпоративный портал (Bitrix24) Ошибка	6	Корпоративный портал (Bitrix24) Доступы
просить вы починять работа функционал по броня вебинарка некорректный удаляться освобождаться броня если освобождать бронь который сделать пользователь и обновлять то в календарь она удаляться но если сделать новый и выбирать тот же время писать что этот время уже занятый на скрин указывать дата для пример	7	Корпоративный портал (Bitrix24) Ошибка	7	Корпоративный портал (Bitrix24) Ошибка
просить вы скачать vpn для менеджер snefedev pressh ru ноутбук ufa260 он планировать работать удаленный не мочь входить в впн	4	Другое	9	Рабочее место / компьютер Подключение
просить вы устанавливать на компьютер am 101586 программа для скриншот lightshot попробовать сделать это самостоятельно запрашивать пароль администратор	4	Другое	9	Рабочее место / компьютер Подключение
просить вернуть доступ в арм следующий сотрудник так как они все пользоваться сервис деский отдел сдача электронный отчетность система главбух гаврилюк алексей максимович медведев ибрагимова марина сергеевна отдел эдо афанасьевский ирина викторовна бикеева дарья игоревна дюльберова наталья викторовна кизилова оксана магдановна курилова наталья николаевна лищук венера фаридовна мухаметов ксения ренатовна ощепков ирина юрьевна сивков светлана николаевна отдел сопровождение г краснодар герш нина ивановна зубарев оксана николаевна ковалева ирина владимировна коломыцев ирина валерьевна краморенко светлана александровна мотько анна александровна подгорный мария николаевна рощепкин роман владимирович соломонов татьяна александровна фисенко наталья валентиновна чистотина наталья викторовна шефер юлия сергеевна якуб анастасия алексеевна яровенко наталья владимировна	1	АРМ оператора (SD) Доступы	1	АРМ оператора (SD) Доступы
просить вернуть право доступ в арм сотрудник стрекалов ірина василівна id 100264 так как она работать в сервис десок	4	Другое	1	АРМ оператора (SD) Доступы
просить вернуть доступ к арм т к пользоваться прослушка и оценка звонок	4	Другое	1	АРМ оператора (SD) Доступы
просить включать 172 16 0 7 сервер он снова отключаться	4	Другое	8	Рабочее место / компьютер Ошибка
просить восстанавливать папка с отчетность и возможность просматривать начисление свой премия и папка с выкладка результат и ознакомление папка с полугодовой премия и ее начисление с обычный премия	4	Другое	7	Корпоративный портал (Bitrix24) Ошибка
просить восстанавливать период договор гпд сотрудник паршаков ксения kparshakova action media ru	6	Корпоративный портал (Bitrix24) Доступы	6	Корпоративный портал (Bitrix24) Доступы
просить весь согласование документ и др который быть в полномочие увольняться сотрудник морозов андрей павлович переводить на я и подкреплять пожалуйста отдел корпоративный продажа xsud подо я на весь необходимый согласование и т п так как я временно замещать руководитель отдел корпоративный продажа	4	Другое	6	Корпоративный портал (Bitrix24) Доступы
просить выдавать доступ в админка отпуск новый кадровик в новосибирск https home action mcfr ru company personal user 117666	6	Корпоративный портал (Bitrix24) Доступы	6	Корпоративный портал (Bitrix24) Доступы
просить выдавать доступ в админка отпуск новый кадровик в тверь https home action mcfr ru company personal user 119569	6	Корпоративный портал (Bitrix24) Доступы	6	Корпоративный портал (Bitrix24) Доступы
просить выдавать доступ в сетевой папка согласно прикладывать файл выделять желтый байгулова екатерина https home action mcfr ru company personal user 33473	10	Сетевые папки Доступы	10	Сетевые папки Доступы
просить выдавать доступ в сетевой папка тренинг менеджер васильева кристина алексеевна https home action mcfr ru company personal user 120232 согласно вкладывать файл выделять желтый	10	Сетевые папки Доступы	10	Сетевые папки Доступы
просить выдавать доступ к бэкофис стартовый страница http bo startpage actiondigital ru login новый сотрудник беляева анастасия компьютер am109285 домен hq логин an beljaeva пароль k2zaw38sx когда давать доступ пожалуйста написать логин и пароль для вход в бо стартовый	11	Справочные системы Доступы	11	Справочные системы Доступы
просить выдавать доступ к система экономика лпу новый сотрудник беляева анастасия компьютер am109285 домен hq логин an beljaeva пароль k2zaw38sx когда давать доступ пожалуйста написать логин и пароль для вход в система	11	Справочные системы Доступы	11	Справочные системы Доступы
просить выдавать доступ к справочный система экономика лпу новый сотрудник желобцова ирина ее компьютер am109285 учеток логин izhelobtsova пароль 75c29gzs	4	Другое	11	Справочные системы Доступы
просить выдавать доступ продавец усманов маргарита к эсо премиальный тариф на портал доступ открывать номер комп orb030	6	Корпоративный портал (Bitrix24) Доступы	11	Справочные системы Доступы
просить выдавать доступ ученик жигунов ирина руслановна уч_мп_146409 к справочный система актион	6	Корпоративный портал (Bitrix24) Доступы	6	Корпоративный портал (Bitrix24) Доступы
просить выдавать логин и пароль для доступ к конфлюенс	4	Другое	6	Корпоративный портал (Bitrix24) Доступы
просить выдавать пароль тевс элина игоревна от корпоративный портал не мочь зайти в линукс ноутбук в почта аутлук	7	Корпоративный портал (Bitrix24) Ошибка	6	Корпоративный портал (Bitrix24) Доступы
просить выдавать повторно информация по логин и пароль на имя ярослав бирюк ученик потерять учетка и не помнить давать	4	Другое	7	Корпоративный портал (Bitrix24) Ошибка
просить выдавать право кадровик для работа с корпортал новый кадровик в тверь https home action mcfr ru company personal user 119569	6	Корпоративный портал (Bitrix24) Доступы	6	Корпоративный портал (Bitrix24) Доступы
просить выдавать право сотрудник васевый бэлла анатольевна как у сотрудник калина елена витальевна 11 10 2022черных е с составлять чермошенцев екатерина васильевна	4	Другое	1	АРМ оператора (SD) Доступы
просить выдавать право ученик чаркина евгения геннадьевна для прохождний обучение в школа актион	6	Корпоративный портал (Bitrix24) Доступы	7	Корпоративный портал (Bitrix24) Ошибка
просить выдавать сотрудник зайцева евгения дмитриевна право к арм аналогичный право андрюшин алина сергеевна	1	АРМ оператора (SD) Доступы	1	АРМ оператора (SD) Доступы
просить выдавать сотрудник карпунин анастасия андреевна право к арм аналогичный право андрюшин алина сергеевна	1	АРМ оператора (SD) Доступы	1	АРМ оператора (SD) Доступы
просить выдавать сотрудник лейковский наталья павловна право к арм аналогичный право дуденков марина александровна	1	АРМ оператора (SD) Доступы	1	АРМ оператора (SD) Доступы
